times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(1.0, 0.0, 0.0)|(1.0, 0.02, 0.0)|(1.0, 0.04, 0.0)
56.4|1.0|0.0|0.0|0|4.21886564197077|8.43773128394154
56.6|1.0|0.0|0.0|0|4.225171868620091|8.450343737240182
56.8|1.0|0.0|0.0|0|3.9224729884392584|7.844945976878517
57.0|1.0|0.0|0.0|0|4.174722055241|8.349444110482
57.2|1.0|0.0|0.0|0|4.319765268568881|8.639530537137762
57.4|1.0|0.0|0.0|0|4.653995282120887|9.307990564241774
57.6|1.0|0.0|0.0|0|4.326071495351498|8.652142990702997
57.8|1.0|0.0|0.0|0|4.8053447222709655|9.610689444541931
58.0|1.0|0.0|0.0|0|4.3576026286155685|8.715205257231137
58.2|1.0|0.0|0.0|0|4.376521308664232|8.753042617328465
58.4|1.0|0.0|0.0|0|3.909860535111511|7.819721070223022
58.6|1.0|0.0|0.0|0|4.206253188666306|8.412506377332612
58.8|1.0|0.0|0.0|0|4.584626788685564|9.169253577371128
59.0|1.0|0.0|0.0|0|4.34499017536582|8.68998035073164
59.2|1.0|0.0|0.0|0|4.073822428523563|8.147644857047126
59.4|1.0|0.0|0.0|0|3.7143675083789276|7.428735016757855
59.6|1.0|0.0|0.0|0|4.344990175347193|8.689980350694386
59.8|1.0|0.0|0.0|0|5.044981335654156|10.089962671308312
60.0|1.0|0.0|0.0|0|4.9566941622929885|9.913388324585977
60.2|1.0|0.0|0.0|0|4.477420935383416|8.954841870766831
60.4|1.0|0.0|0.0|0|4.149497148680966|8.298994297361933
60.6|1.0|0.0|0.0|0|4.710751322217402|9.421502644434804
60.8|1.0|0.0|0.0|0|5.221555682379403|10.443111364758806
61.0|1.0|0.0|0.0|0|4.906244348830078|9.812488697660156
61.2|1.0|0.0|0.0|0|4.288234135361272|8.576468270722543
61.4|1.0|0.0|0.0|0|4.805344722291339|9.610689444582677
61.6|1.0|0.0|0.0|0|4.162109601895208|8.324219203790417
61.8|1.0|0.0|0.0|0|4.225171868561883|8.450343737123767
62.0|1.0|0.0|0.0|0|4.338683948723483|8.677367897446967
62.2|1.0|0.0|0.0|0|5.0008377489051785|10.001675497810357
62.4|1.0|0.0|0.0|0|4.3008465886535125|8.601693177307025
62.6|1.0|0.0|0.0|0|4.5278707487741485|9.055741497548297
62.8|1.0|0.0|0.0|0|4.439583575236029|8.879167150472059
63.0|1.0|0.0|0.0|0|4.799038495572168|9.598076991144335
63.2|1.0|0.0|0.0|0|5.360292669268092|10.720585338536184
63.4|1.0|0.0|0.0|0|4.635076602160698|9.270153204321396
63.6|1.0|0.0|0.0|0|4.7296700022672304|9.459340004534461
63.8|1.0|0.0|0.0|0|3.99814770855126|7.99629541710252
64.0|1.0|0.0|0.0|0|4.60985169540334|9.21970339080668
64.2|1.0|0.0|0.0|0|4.174722055326566|8.349444110653131
64.4|1.0|0.0|0.0|0|4.338683948612888|8.677367897225777
64.6|1.0|0.0|0.0|0|4.546789428870543|9.093578857741086
64.8|1.0|0.0|0.0|0|3.6891426016780318|7.3782852033560635
65.0|1.0|0.0|0.0|0|3.87202317514224|7.74404635028448
65.2|1.0|0.0|0.0|0|4.187334508699714|8.374669017399428
65.4|1.0|0.0|0.0|0|4.830569628759404|9.661139257518808
65.6|1.0|0.0|0.0|0|3.935085441893898|7.870170883787796
65.8|1.0|0.0|0.0|0|4.181028281902545|8.36205656380509
66.0|1.0|0.0|0.0|0|4.326071495283395|8.65214299056679
66.2|1.0|0.0|0.0|0|4.471114708811511|8.942229417623022
66.4|1.0|0.0|0.0|0|4.073822428524727|8.147644857049453
66.6|1.0|0.0|0.0|0|4.199946962074027|8.399893924148055
66.8|1.0|0.0|0.0|0|4.155803375253454|8.311606750506908
67.0|1.0|0.0|0.0|0|4.389133761976264|8.778267523952527
67.2|1.0|0.0|0.0|0|4.5720143353287135|9.144028670657427
67.4|1.0|0.0|0.0|0|4.395439988709405|8.79087997741881
67.6|1.0|0.0|0.0|0|4.559401881977101|9.118803763954203
67.8|1.0|0.0|0.0|0|4.609851695405669|9.219703390811338
68.0|1.0|0.0|0.0|0|4.609851695272956|9.219703390545911
68.2|1.0|0.0|0.0|0|4.47111470867705|8.9422294173541
68.4|1.0|0.0|0.0|0|4.792732268933324|9.585464537866647
68.6|1.0|0.0|0.0|0|4.483727162097348|8.967454324194696
68.8|1.0|0.0|0.0|0|5.158493415761041|10.316986831522081
69.0|1.0|0.0|0.0|0|4.54678942867089|9.09357885734178
69.2|1.0|0.0|0.0|0|4.628770375515451|9.257540751030902
69.4|1.0|0.0|0.0|0|4.244090548548847|8.488181097097694
69.6|1.0|0.0|0.0|0|4.767507362219622|9.535014724439243
69.8|1.0|0.0|0.0|0|4.218865641962038|8.437731283924077
70.0|1.0|0.0|0.0|0|4.237784321915242|8.475568643830483
70.2|1.0|0.0|0.0|0|4.11796601526381|8.23593203052762
70.4|1.0|0.0|0.0|0|4.363908855381887|8.727817710763775
70.6|1.0|0.0|0.0|0|3.796348455125699|7.592696910251398
70.8|1.0|0.0|0.0|0|4.2819279087655016|8.563855817531003
71.0|1.0|0.0|0.0|0|4.597239242231008|9.194478484462016
71.2|1.0|0.0|0.0|0|3.815267135168542|7.630534270337084
71.4|1.0|0.0|0.0|0|4.376521308565862|8.753042617131724
71.6|1.0|0.0|0.0|0|3.909860535116168|7.819721070232336
71.8|1.0|0.0|0.0|0|3.853104495080188|7.706208990160376
72.0|1.0|0.0|0.0|0|4.099047335227952|8.198094670455903
72.2|1.0|0.0|0.0|0|3.8972480817942414|7.794496163588483
72.4|1.0|0.0|0.0|0|4.439583575321012|8.879167150642024
72.6|1.0|0.0|0.0|0|4.307152815257432|8.614305630514863
72.8|1.0|0.0|0.0|0|3.651305241678492|7.302610483356984
73.0|1.0|0.0|0.0|0|3.525180708250264|7.050361416500528
73.2|1.0|0.0|0.0|0|3.9224729884765113|7.8449459769530225
73.4|1.0|0.0|0.0|0|4.149497148580267|8.298994297160535
73.6|1.0|0.0|0.0|0|4.244090548696695|8.48818109739339
73.8|1.0|0.0|0.0|0|4.111659788560937|8.223319577121874
74.0|1.0|0.0|0.0|0|3.9855352551775285|7.971070510355057
74.2|1.0|0.0|0.0|0|4.092741108553601|8.185482217107202
74.4|1.0|0.0|0.0|0|3.7143675082566916|7.428735016513383
74.6|1.0|0.0|0.0|0|4.4143586686963685|8.828717337392737
74.8|1.0|0.0|0.0|0|4.6666077354835585|9.333215470967117
75.0|1.0|0.0|0.0|0|4.717057548891753|9.434115097783506
75.2|1.0|0.0|0.0|0|4.679220188840991|9.358440377681982
75.4|1.0|0.0|0.0|0|4.445889802038437|8.891779604076874
75.6|1.0|0.0|0.0|0|4.3891337619978|8.7782675239956
75.8|1.0|0.0|0.0|0|4.464808482086519|8.929616964173038
76.0|1.0|0.0|0.0|0|4.717057548890007|9.434115097780014
76.2|1.0|0.0|0.0|0|5.070206242328277|10.140412484656554
76.4|1.0|0.0|0.0|0|5.139574735774077|10.279149471548154
76.6|1.0|0.0|0.0|0|4.502645842167549|9.005291684335099
76.8|1.0|0.0|0.0|0|4.565708108762046|9.131416217524093
77.0|1.0|0.0|0.0|0|4.250396775232511|8.500793550465023
77.2|1.0|0.0|0.0|0|4.351296402087901|8.702592804175802
77.4|1.0|0.0|0.0|0|4.628770375524182|9.257540751048364
77.6|1.0|0.0|0.0|0|4.590933015423944|9.181866030847887
77.8|1.0|0.0|0.0|0|3.840492041796679|7.680984083593358
78.0|1.0|0.0|0.0|0|3.708061281663831|7.416122563327662
78.2|1.0|0.0|0.0|0|3.8341858150355983|7.668371630071197
78.4|1.0|0.0|0.0|0|3.821573361840565|7.64314672368113
78.6|1.0|0.0|0.0|0|3.7963484550447903|7.592696910089581
78.8|1.0|0.0|0.0|0|4.313459041955066|8.626918083910132
79.0|1.0|0.0|0.0|0|4.590933015525224|9.181866031050449
79.2|1.0|0.0|0.0|0|4.849488308894798|9.698976617789596
